LicenseNumber,Phone,BusinessName,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty
021637000,(847) 527-4251,WALGREENS #09669,15 S. MAIN STREET,HUBBARD,OH,44425,Trumbull
021677250,(847) 527-4251,WALGREENS #10569,2249 YOUNGSTOWN WARREN ROAD,NILES,OH,444464567,Trumbull
021781850,8475274251,WALGREENS #11730,600 S. MECCA STREET,CORTLAND,OH,44410,Trumbull
020721150,(401) 765-1500,CVS/PHARMACY #4353,300 OXFORD STREET,DOVER,OH,44622,Tuscarawas
021012100,(330) 725-2340,DISCOUNT DRUG MART #52,3015 NORTH WOOSTER AVENUE,DOVER,OH,44622,Tuscarawas
020410900,(330) 725-2340,DISCOUNT DRUG MART INC. #26,238 2ND STREET N.W.,NEW PHILADELPHIA,OH,44663,Tuscarawas
021072900,(412) 968-1610,GIANT EAGLE PHARMACY #4016,"11031 STATE ROUTE 212, N.E.",BOLIVAR,OH,44612,Tuscarawas
021459050,(412) 968-1610,GIANT EAGLE PHARMACY #4089,515 UNION AVENUE,DOVER,OH,44622,Tuscarawas
022760250,(401) 765-1500,"OHIO CVS STORES, L.L.C. dba CVS/PHARMACY #10961",21 GRANT STREET,DENNISON,OH,44621,Tuscarawas
020786250,3303394466,"PHILLY PHARMACY INC., DBA",MEDICINE CENTER PHARMACY 551 WEST HIGH AVENUE,NEW PHILADELPHIA,OH,44663,Tuscarawas
020366300,(330) 339-2565,RITE AID DISCOUNT PHARMACY #2392,705 W. HIGH AVENUE,NEW PHILADELPHIA,OH,446632057,Tuscarawas
020154350,(740) 922-7587,RITE AID DISCOUNT PHARMACY #2414,735 N. WATER STREET,UHRICHSVILLE,OH,44683,Tuscarawas
020030450,(330) 602-0784,UNION HOSPITAL ASSOCIATION MAIN CAMPUS - PHARMACY,659 BOULEVARD,DOVER,OH,44622,Tuscarawas
020795950,(479) 204-2258,WAL-MART PHARMACY 10-2115,"231 BLUEBELL DRIVE, S.W.",NEW PHILADELPHIA,OH,44663,Tuscarawas
022632900,(614) 733-5012,COSTCO PHARMACY #1243,7300 SR 161,PLAIN CITY,OH,43064,Union
020137250,(401) 765-1500,CVS/PHARMACY #3481,969 WEST FIFTH STREET,MARYSVILLE,OH,43040,Union
021125600,(513) 762-1090,KROGER PHARMACY #549,1501 W 5TH ST,MARYSVILLE,OH,43040,Union
022422000,(937) 553-6110,MEIJER PHARMACY #235,930 COLEMAN'S CROSSING BLVD.,MARYSVILLE,OH,43040,Union
021074950,(937) 642-3600,RITE AID #2441,800 DELAWARE AVENUE,MARYSVILLE,OH,430401724,Union
020637400,(479) 204-2258,WAL-MART PHARMACY 10-1595,555 COLEMANS CROSSING BLVD,MARYSVILLE,OH,43040,Union
021700200,8475274251,WALGREENS #11578,14210 SCOTTSLAWN ROAD,MARYSVILLE,OH,43041,Union
021793250,(847) 527-4251,WALGREENS #11966,180 COLEMANS XING,MARYSVILLE,OH,43040,Union
020110300,(401) 765-1500,CVS/PHARMACY #3312,703 W. ERVIN STREET,VAN WERT,OH,45891,Van Wert
020593150,(479) 204-2258,WAL-MART PHARMACY 10-1333,301 TOWN CENTER BLVD.,VAN WERT,OH,45891,Van Wert
022603250,(740) 452-7685,SHRIVER'S PHARMACY #7 Coler Drug,530 N. MARKET ST.,MCARTHUR,OH,45651,Vinton
020280300,513-862-3550,ARROW SPRINGS PHARMACY,100 ARROW SPRINGS BOULEVARD,LEBANON,OH,45036,Warren
022570400,(401) 765-1500,CVS/PHARMACY # 16469,9841 WATERSTONE BLVD,CINCINNATI,OH,45249,Warren
022572400,(401) 765-1500,CVS/PHARMACY # 17533,400 CORWIN NIXON RD,SOUTH LEBANON,OH,45065,Warren
022013650,(401) 765-1500,CVS/PHARMACY # 6086,605 COLUMBUS AVENUE,LEBANON,OH,45036,Warren
022013800,(401) 765-1500,CVS/PHARMACY # 6090,8872 COLUMBIA ROAD,MAINEVILLE,OH,45039,Warren
022012900,(401) 765-1500,CVS/PHARMACY # 6136,150 SOUTH MAIN STREET,FRANKLIN,OH,45005,Warren
022012150,(401) 765-1500,CVS/PHARMACY # 6139,710  NORTH MAIN STREET,SPRINGBORO,OH,45066,Warren
021896150,(401) 765-1500,CVS/PHARMACY #1464,3445 UNION ROAD,FRANKLIN,OH,45005,Warren
022018350,(401) 765-1500,CVS/PHARMACY #2840,5525 PARKSIDE DRIVE,MASON,OH,45040,Warren
021319750,(401) 765-1500,CVS/PHARMACY #2964,6632 S. STATE ROUTE 48,MAINEVILLE,OH,45039,Warren
021148300,(330) 725-2340,DISCOUNT DRUG MART #56,240 WEST CENTRAL AVENUE,SPRINGBORO,OH,45066,Warren
021581800,(330) 725-2340,DISCOUNT DRUG MART #77,6172 TYLERSVILLE ROAD,MASON,OH,45040,Warren
021400300,(513) 762-1090,KROGER PHARMACY #014-448,5100 TERRA FIRMA DRIVE,MASON,OH,45040,Warren
021284050,(513) 762-1090,KROGER PHARMACY #014408,5705 SOUTH STATE ROUTE #48,MAINEVILLE,OH,45039,Warren
021044400,(513) 762-1090,KROGER PHARMACY #014441,3420 TOWNE BLVD.,MIDDLETOWN,OH,45005,Warren
021042850,(513) 762-1090,KROGER PHARMACY #014447,1425 COLUMBUS AVENUE,LEBANON,OH,45036,Warren
021042600,(513) 762-1090,KROGER PHARMACY #376,2900 W. ST. RT 22 & 3 (LANDEN SQ.),MAINEVILLE,OH,45039,Warren
021041800,(513) 762-1090,KROGER PHARMACY #426,5210 STATE ROUTE 741,MASON,OH,45040,Warren
021044000,(513) 762-1090,KROGER PHARMACY #922,725 WEST CENTRAL AVE.,SPRINGBORO,OH,45066,Warren
020934350,(513) 583-2110,MEIJER PHARMACY #150,3911 W. STATE ROUTE 22-3,LOVELAND,OH,45140,Warren
020177900,(513) 420-3910,MEIJER PHARMACY #61,3651 TOWNE BLVD.,FRANKLIN,OH,45005,Warren
020606600,(479) 204-2258,WAL-MART PHARMACY 10-1407,1530 WAL-MART DRIVE,LEBANON,OH,45036,Warren
020617150,(479) 204-2258,WAL-MART PHARMACY 10-1441,5303 BOWEN DRIVE,DEERFIELD TOWNSHIP,OH,45040,Warren
021679600,(479) 204-2258,WAL-MART PHARMACY 10-3784,1274 EAST 2ND STREET,FRANKLIN,OH,45005,Warren
021525100,(847) 527-4251,WALGREENS #01281,68 WEST US 22 3,MAINEVILLE,OH,45039,Warren
020500100,(847) 527-4251,WALGREENS #05205,1086 READING ROAD,MASON,OH,45040,Warren
021370700,(847) 527-4251,WALGREENS #07332,904 COLUMBUS AVENUE,LEBANON,OH,450361402,Warren
021720450,(847) 527-4251,WALGREENS #09733,1300 E. 2ND STREET,FRANKLIN,OH,450051898,Warren
021673800,(847) 527-4251,WALGREENS #10051,8060 S. MASON MONTGOMERY ROAD,MASON,OH,450409597,Warren
020565750,(513) 897-7076,WAYNESVILLE PHARMACY,415 S. MAIN STREET,WAYNESVILLE,OH,45068,Warren
022014900,(401) 765-1500,CVS/PHARMACY #2394,1013 WASHINGTON BLVD,BELPRE,OH,45714,Washington
020103350,(401) 765-1500,CVS/PHARMACY #3422,131 3RD STREET,MARIETTA,OH,45750,Washington
020690550,304-675-1612,FRUTH PHARMACY #15,1401 WASHINGTON BLVD.,BELPRE,OH,45714,Washington
021419100,(412) 968-1610,GIANT EAGLE PHARMACY #6510,128 GROSS STREET FRONTIER SHOPPING CENTER,MARIETTA,OH,45750,Washington
020178100,(847) 286-4089,KMART PHARMACY #7477,502 PIKE STREET,MARIETTA,OH,45750,Washington
021040550,(513) 762-1090,KROGER PHARMACY #776,40 ACME STREET,MARIETTA,OH,45750,Washington
021040650,(513) 762-1090,KROGER PHARMACY #799,1008 WASHINGTON BOULEVARD,BELPRE,OH,45714,Washington
020082600,(740) 423-4894,RITE AID #1430,201 WASHINGTON BLVD.,BELPRE,OH,45714-2432,Washington
020366950,740-376-0769,RITE AID DISCOUNT PHARMACY #1379,301 GREENE STREET,MARIETTA,OH,45750,Washington
020774600,(479) 204-2258,WAL-MART PHARMACY 10-2078,804 PIKE STREET,MARIETTA,OH,45750,Washington
021787550,8475274251,WALGREENS #11293,300 GREENE STREET,MARIETTA,OH,45750,Washington
020129150,(401) 765-1500,CVS/PHARMACY #3321,2284 BACK ORRVILLE ROAD,WOOSTER,OH,44691,Wayne
020706450,(401) 765-1500,CVS/PHARMACY #4393,105 NORTH PORTAGE STREET,DOYLESTOWN,OH,44230,Wayne
020806600,(401) 765-1500,CVS/PHARMACY #4605,415 NORTH MAIN STREET,ORRVILLE,OH,44667,Wayne
020510400,(330) 725-2340,DISCOUNT DRUG MART #30,629 BEALL AVENUE,WOOSTER,OH,44691,Wayne
0232000071,(401) 770-3955,"Ohio CVS Stores, L.L.C.",119 North Market Street PO Box 582,Shreve,OH,44676,Wayne
020096450,(330) 262-9045,RITE AID #3028,1955 CLEVELAND ROAD,WOOSTER,OH,446912256,Wayne
021051450,(330) 683-8711,RITE AID #4814,222 SOUTH MAIN STREET,ORRVILLE,OH,44667,Wayne
020355900,330-925-6015,RITE AID DISCOUNT PHARMACY #1347,155 NORTH MAIN STREET,RITTMAN,OH,44270,Wayne
020702100,(479) 204-2258,WAL-MART PHARMACY 10-1812,3883 BURBANK RD.,WOOSTER,OH,44691,Wayne
022010650,(401) 765-1500,CVS/PHARMACY #6181,341 WEST HIGH STREET,BRYAN,OH,43506,Williams
020159150,(419) 636-6142,RITE AID DISCOUNT PHARMACY #2347,1221 W HIGH ST,BRYAN,OH,43506,Williams
020784400,(479) 204-2258,WAL-MART PHARMACY 10-2191,1215 SOUTH MAIN STREET,BRYAN,OH,43506,Williams
021715600,(847) 527-4251,WALGREENS #10579,403 S. MAIN STREET,BRYAN,OH,43506,Williams
022506850,(567) 368-6010,COSTCO PHARMACY #1194,26400 N. DIXIE HIGHWAY,PERRYSBURG,OH,43551,Wood
022571050,(401) 765-1500,CVS/PHARMACY # 16660,9666 OLDE US 20,ROSSFORD,OH,43460,Wood
022351700,(401) 765-1500,CVS/PHARMACY #10248,212 E. WOOSTER STREET,BOWLING GREEN,OH,43402,Wood
022863300,253-218-0830,"GENOA HEALTHCARE, LLC","800 COMMERCE DRIVE, SUITE 115, P.O. BOX 209",PERRYSBURG,OH,43551-0209,Wood
020360900,(513) 762-1090,KROGER PHARMACY #548,27322 CARRONADE DRIVE,PERRYSBURG,OH,43551,Wood
020797550,(513) 762-1090,KROGER SAV-ON PHARMACY N-878,1094 MAIN STREET,BOWLING GREEN,OH,43402,Wood
021118400,(419) 373-8610,MEIJER PHARMACY #156,2111 EAST WOOSTER STREET,BOWLING GREEN,OH,43402,Wood
021440900,(419) 873-4110,MEIJER PHARMACY #211,10055 OLDE US 20,ROSSFORD,OH,43460,Wood
020131400,(419) 874-3587,RITE AID #2326,1175 LOUISIANA AVENUE,PERRYSBURG,OH,435512537,Wood
021848400,(419) 666-1583,RITE AID #6678,801 DIXIE HIGHWAY,ROSSFORD,OH,43460,Wood
021302400,(419) 354-3911,RITE AID PHARMACY #7728,722-740 SOUTH MAIN STREET,BOWLING GREEN,OH,434023830,Wood
020724700,(479) 204-2258,WAL-MART PHARMACY 10-1913,131 WEST GYPSY LANE,BOWLING GREEN,OH,43402,Wood
021787500,(479) 204-2258,WAL-MART PHARMACY 10-4479,10392 FREMONT PIKE,PERRYSBURG,OH,43551,Wood
021204600,(847) 527-4251,WALGREENS #05319,925 WOODVILLE ROAD,TOLEDO,OH,43605,Wood
021541650,(847) 527-4251,WALGREENS #09409,10003 FREMONT PIKE,PERRYSBURG,OH,435513330,Wood
021770050,(847) 527-4251,WALGREENS #10868,1013 N. MAIN STREET,BOWLING GREEN,OH,43402,Wood
022448650,(419) 354-9052,WOOD CO. COMMUNITY HEALTH & WELLNESS CENTER PHARMACY,1840 E. GYPSY LANE ROAD,BOWLING GREEN,OH,43402,Wood
020747450,(330) 725-2340,DISCOUNT DRUG MART #43,1155 EAST WYANDOT AVE.,UPPER SANDUSKY,OH,43351,Wyandot
020343000,419-294-346,RITE AID DISCOUNT PHARMACY #2360,429 W. CHURCH STREET,UPPER SANDUSKY,OH,43351,Wyandot
021586300,(479) 204-2258,WAL-MART PHARMACY 10-3809,1855 EAST WYANDOT AVENUE,UPPER SANDUSKY,OH,43351,Wyandot
